evaluations raw_y
1 -32164.0000000000
2 -31681.0000000000
8 -31639.0000000000
19 -31534.0000000000
74 -29231.0000000000
153 -29041.0000000000
167 -27537.0000000000
221 -27528.0000000000
248 -26374.0000000000
271 -25659.0000000000
291 -25464.0000000000
335 -25401.0000000000
369 -23846.0000000000
392 -22273.0000000000
429 -22097.0000000000
430 -22096.0000000000
440 -22021.0000000000
452 -20044.0000000000
507 -18420.0000000000
510 -17323.0000000000
568 -17111.0000000000
596 -16216.0000000000
662 -12470.0000000000
722 -10278.0000000000
780 -9534.0000000000
834 -9520.0000000000
862 -9282.0000000000
866 -8988.0000000000
897 -8461.0000000000
901 -8447.0000000000
917 -6858.0000000000
987 -6810.0000000000
1052 -5907.0000000000
1086 -5752.0000000000
1138 -5374.0000000000
1192 -5035.0000000000
1204 -5028.0000000000
1232 -4936.0000000000
1248 -4533.0000000000
1307 -4532.0000000000
1312 -4422.0000000000
1338 -4301.0000000000
1359 -4294.0000000000
1379 -4282.0000000000
1390 -4151.0000000000
1401 -3950.0000000000
1452 -3702.0000000000
1505 -3675.0000000000
1539 -3674.0000000000
1568 -3639.0000000000
1573 -3490.0000000000
1634 -3351.0000000000
1652 -3305.0000000000
1681 -3100.0000000000
1770 -3081.0000000000
1797 -3070.0000000000
1809 -3044.0000000000
1839 -2979.0000000000
1840 -2956.0000000000
1857 -2935.0000000000
1878 -2930.0000000000
1900 -2901.0000000000
1906 -2765.0000000000
1943 -2655.0000000000
1955 -2582.0000000000
2010 -2462.0000000000
2045 -2448.0000000000
2064 -2136.0000000000
2167 -2127.0000000000
2172 -2122.0000000000
2192 -2044.0000000000
2202 -2015.0000000000
2203 -1809.0000000000
2270 -1667.0000000000
2302 -1646.0000000000
2319 -1497.0000000000
2364 -1469.0000000000
2396 -1440.0000000000
2410 -1356.0000000000
2451 -1213.0000000000
2458 -1185.0000000000
2505 -1128.0000000000
2575 -1100.0000000000
2597 -1043.0000000000
5000 -1043.0000000000
evaluations raw_y
1 -31989.0000000000
2 -31849.0000000000
3 -31814.0000000000
5 -31786.0000000000
13 -31716.0000000000
16 -31625.0000000000
58 -30289.0000000000
123 -30001.0000000000
