evaluations raw_y
1 59.7587151450
2 38.6093412842
3 32.1898151534
9 27.4554717598
10 18.9210117305
612 8.8033984659
614 5.1355186678
618 3.6178356575
708 3.0068958145
1314 2.8420626563
1318 2.3139024529
1320 2.1346198695
1322 1.3004008571
1353 0.8817080667
1389 0.6936706327
2016 0.1637997443
2810 0.1516723319
3419 0.0874850012
3435 0.0705002130
3474 0.0660558081
4111 0.0646767838
4115 0.0421355025
4138 0.0417193532
4140 0.0068797537
4815 0.0032173273
4899 0.0028253615
5529 0.0025567616
5543 0.0022645810
5556 0.0019276783
6225 0.0013042091
6232 0.0012437618
6249 0.0008350840
6261 0.0007556450
6302 0.0006728522
6931 0.0001599735
7615 0.0001595808
7616 0.0001235469
7693 0.0001216474
7695 0.0000344041
8361 0.0000273172
9023 0.0000188533
9054 0.0000171958
9067 0.0000125587
9711 0.0000112358
9732 0.0000052191
10415 0.0000048132
10424 0.0000032127
11113 0.0000028183
11120 0.0000019802
11137 0.0000017700
11190 0.0000006336
11847 0.0000002392
11875 0.0000001938
12525 0.0000000247
13938 0.0000000108
14611 0.0000000053
14653 0.0000000049
14661 0.0000000042
14676 0.0000000038
14694 0.0000000029
15311 0.0000000027
15347 0.0000000009
15402 0.0000000006
16043 0.0000000003
17428 0.0000000001
18812 0.0000000000
350000 0.0000000000
evaluations raw_y
1 55.4627418591
2 27.7263639923
5 24.6288555508
6 21.5087813148
9 18.7607644043
611 13.1581378377
613 10.4214390263
614 6.3363016683
615 5.3061217023
625 1.8013325485
1313 0.8647562941
1344 0.6508955223
1360 0.4933324784
1371 0.4594138498
2011 0.3635696664
2018 0.2663228260
2029 0.2095830184
2033 0.2009922539
2051 0.1928113790
2059 0.0808513598
2725 0.0656589114
3414 0.0151275138
4141 0.0118908363
4202 0.0079098476
4855 0.0064360705
4865 0.0049677601
4885 0.0025661482
5512 0.0010191317
5571 0.0003967682
6266 0.0002535751
6966 0.0002308811
6970 0.0002278428
7612 0.0001601514
7626 0.0000936335
7655 0.0000693758
7692 0.0000415233
9018 0.0000138294
9713 0.0000116385
9722 0.0000070877
9738 0.0000070571
9808 0.0000065584
10412 0.0000053873
10413 0.0000042783
10414 0.0000022544
11136 0.0000019685
11140 0.0000012525
11209 0.0000003913
11818 0.0000001312
12558 0.0000000643
13219 0.0000000617
13262 0.0000000444
13915 0.0000000407
13936 0.0000000205
13991 0.0000000167
14611 0.0000000115
14638 0.0000000097
14650 0.0000000085
15311 0.0000000081
15314 0.0000000020
16011 0.0000000018
16019 0.0000000010
16735 0.0000000008
16744 0.0000000006
16769 0.0000000005
16803 0.0000000002
17464 0.0000000001
350000 0.0000000000
evaluations raw_y
1 11.0116274716
4 9.5784380313
611 7.9358365785
613 4.3322238407
629 2.6823450315
1327 1.1025930781
2011 0.2395394703
2728 0.1125206055
2736 0.0160144599
3496 0.0128031039
4157 0.0101892249
4844 0.0066007953
4851 0.0034414521
5519 0.0025501451
6220 0.0008173066
6983 0.0007648955
7621 0.0004726456
7651 0.0003571318
7674 0.0002444215
7697 0.0001616304
9731 0.0001549421
9752 0.0000959285
10411 0.0000776321
10424 0.0000738778
10459 0.0000492338
11113 0.0000372911
11142 0.0000361885
11147 0.0000166496
11841 0.0000137680
11866 0.0000117047
12527 0.0000071181
12548 0.0000068770
12555 0.0000068029
13211 0.0000050531
13234 0.0000021466
13916 0.0000019483
13998 0.0000017302
14633 0.0000014439
15314 0.0000004286
16014 0.0000003941
16047 0.0000003720
16103 0.0000002664
16720 0.0000002526
16731 0.0000002422
16737 0.0000002044
16747 0.0000001452
16755 0.0000000553
17459 0.0000000283
18167 0.0000000276
18200 0.0000000222
18812 0.0000000092
18862 0.0000000064
19541 0.0000000052
19602 0.0000000043
20211 0.0000000029
20219 0.0000000013
20933 0.0000000011
20963 0.0000000008
21611 0.0000000004
22323 0.0000000002
22355 0.0000000001
350000 0.0000000000
evaluations raw_y
1 45.3043259300
2 39.2992540179
3 12.2089781144
620 11.0250096202
625 5.3364166564
656 2.6172763507
1342 1.8537229970
1343 0.1909168511
2086 0.1567311513
2734 0.1300565092
3439 0.1163843419
3449 0.1136193599
3456 0.0582428459
3466 0.0132231131
4823 0.0118256820
4837 0.0112581038
4860 0.0067356205
5525 0.0027421535
6214 0.0025729957
6228 0.0015117403
6298 0.0014242490
6941 0.0011579201
6961 0.0010867016
6996 0.0009106589
7635 0.0006362049
7639 0.0005966469
7673 0.0005819987
7677 0.0003049550
8324 0.0002133939
8358 0.0001955878
9015 0.0001789387
9024 0.0001470894
9031 0.0001340651
9753 0.0000870501
9762 0.0000743723
9771 0.0000725130
10419 0.0000712829
10426 0.0000621392
10429 0.0000402701
10431 0.0000139419
10463 0.0000138648
11125 0.0000078817
11163 0.0000007861
11811 0.0000003879
12530 0.0000002629
13237 0.0000001240
13913 0.0000001050
14623 0.0000001003
14626 0.0000000849
14649 0.0000000824
14652 0.0000000758
14653 0.0000000747
14678 0.0000000685
15311 0.0000000653
15313 0.0000000611
15320 0.0000000560
15329 0.0000000512
15350 0.0000000412
16022 0.0000000379
16053 0.0000000354
16730 0.0000000222
16796 0.0000000209
17411 0.0000000177
17440 0.0000000081
18127 0.0000000039
18208 0.0000000037
18811 0.0000000012
19579 0.0000000006
20245 0.0000000003
20916 0.0000000001
22317 0.0000000000
350000 0.0000000000
evaluations raw_y
1 50.3161486516
2 15.2964343592
611 2.3513575351
1312 1.6114895058
1316 1.1458901138
1392 1.1053804673
2024 0.7016529845
2030 0.6784138818
2056 0.3544113080
2721 0.1346843408
3416 0.0780340631
3424 0.0673496889
3456 0.0651094450
4120 0.0584517470
4131 0.0485493548
4165 0.0346150807
4179 0.0279007416
4189 0.0205693880
4199 0.0194806250
4820 0.0091843758
4835 0.0044252132
5586 0.0026650939
6215 0.0010514632
6912 0.0005772704
6958 0.0004196834
7628 0.0003878429
7653 0.0001501896
8325 0.0000803460
8331 0.0000768025
8354 0.0000595810
8361 0.0000566862
8399 0.0000316331
9015 0.0000259535
9034 0.0000241944
9715 0.0000176816
9722 0.0000048138
10451 0.0000041255
10481 0.0000025349
11151 0.0000023030
11192 0.0000017419
11811 0.0000017113
11818 0.0000004083
12551 0.0000002312
13917 0.0000000828
14007 0.0000000602
14640 0.0000000570
14647 0.0000000295
14684 0.0000000173
15322 0.0000000164
15330 0.0000000077
16017 0.0000000030
16093 0.0000000022
16723 0.0000000008
17458 0.0000000005
17474 0.0000000002
18866 0.0000000001
20961 0.0000000000
131372 0.0000000000
