evaluations raw_y
1 -32192.0000000000
2 -31856.0000000000
4 -31779.0000000000
14 -31604.0000000000
102 -31366.0000000000
104 -31213.0000000000
116 -29237.0000000000
146 -29112.0000000000
192 -27383.0000000000
229 -27173.0000000000
310 -24856.0000000000
423 -24765.0000000000
504 -24506.0000000000
519 -23777.0000000000
629 -22860.0000000000
650 -22424.0000000000
713 -22109.0000000000
785 -21846.0000000000
800 -20544.0000000000
887 -20481.0000000000
933 -19592.0000000000
957 -18108.0000000000
1052 -17693.0000000000
1164 -16951.0000000000
1210 -16820.0000000000
1235 -16220.0000000000
1310 -15488.0000000000
1384 -15329.0000000000
1437 -15072.0000000000
1485 -14927.0000000000
1506 -13682.0000000000
1546 -13577.0000000000
1618 -12997.0000000000
1710 -12842.0000000000
1725 -12687.0000000000
1791 -12678.0000000000
1803 -12431.0000000000
1833 -11906.0000000000
1891 -11548.0000000000
1904 -11032.0000000000
1943 -10851.0000000000
1952 -10715.0000000000
1962 -10436.0000000000
2001 -9865.0000000000
2005 -9636.0000000000
2124 -9099.0000000000
2216 -8726.0000000000
2220 -8629.0000000000
2230 -8322.0000000000
2244 -7919.0000000000
2260 -7915.0000000000
2287 -7839.0000000000
2344 -7773.0000000000
2375 -7440.0000000000
2403 -6972.0000000000
2455 -5843.0000000000
2603 -5808.0000000000
2606 -5640.0000000000
2636 -5257.0000000000
2659 -5099.0000000000
2704 -5025.0000000000
2798 -4403.0000000000
2808 -4354.0000000000
2898 -4315.0000000000
2922 -4163.0000000000
2973 -3580.0000000000
3097 -3377.0000000000
3141 -3175.0000000000
3144 -3132.0000000000
3204 -2615.0000000000
3310 -2608.0000000000
3360 -2435.0000000000
3529 -2406.0000000000
3632 -2224.0000000000
3823 -2215.0000000000
3825 -2199.0000000000
3927 -2098.0000000000
3964 -2084.0000000000
4040 -2044.0000000000
4047 -1925.0000000000
4187 -1911.0000000000
4329 -1840.0000000000
4435 -1796.0000000000
4450 -1784.0000000000
4456 -1764.0000000000
4463 -1760.0000000000
4552 -1747.0000000000
4603 -1697.0000000000
4703 -1691.0000000000
4736 -1689.0000000000
4754 -1622.0000000000
4803 -1615.0000000000
4844 -1610.0000000000
4960 -1558.0000000000
4967 -1521.0000000000
5000 -1718.0000000000
evaluations raw_y
1 -32003.0000000000
5 -31667.0000000000
18 -31632.0000000000
102 -30247.0000000000
120 -29715.0000000000
172 -29483.0000000000
207 -27923.0000000000
221 -27425.0000000000
303 -27298.0000000000
357 -26949.0000000000
363 -26754.0000000000
396 -25849.0000000000
412 -24715.0000000000
434 -24490.0000000000
443 -24211.0000000000
577 -23944.0000000000
607 -23680.0000000000
609 -23544.0000000000
726 -23027.0000000000
735 -22172.0000000000
769 -21257.0000000000
892 -20590.0000000000
912 -20094.0000000000
