evaluations raw_y
1 30.4405584148
4 10.0966498838
9 7.1372419291
22 2.7555224474
56 1.4464753153
118 1.0114386894
214 0.5525425565
324 0.1942030186
351 0.1023091345
570 0.0981500785
602 0.0762749792
645 0.0731528804
659 0.0203195996
711 0.0175812438
763 0.0173475111
803 0.0094399389
825 0.0057099157
969 0.0048197506
1073 0.0043380602
1124 0.0027212638
1171 0.0021966247
1221 0.0016689009
1253 0.0014197833
1326 0.0011143645
1348 0.0010839934
1410 0.0004158088
1439 0.0002335893
1547 0.0001977711
1681 0.0001877223
1714 0.0001425840
1729 0.0000336219
1914 0.0000226577
1970 0.0000222870
2021 0.0000179668
2050 0.0000105179
2071 0.0000079261
2214 0.0000039931
2235 0.0000023650
2374 0.0000011875
2514 0.0000008137
2543 0.0000004972
2611 0.0000002876
2640 0.0000000715
2951 0.0000000594
3097 0.0000000488
3127 0.0000000380
3178 0.0000000104
3335 0.0000000054
3616 0.0000000043
3626 0.0000000037
3650 0.0000000034
3663 0.0000000032
3680 0.0000000025
3715 0.0000000007
3888 0.0000000003
4100 0.0000000001
4428 0.0000000000
50000 0.0000000000
evaluations raw_y
1 68.0172530638
2 60.3470049700
3 31.3835316366
5 16.1472979020
9 14.1109895896
12 12.4542205850
20 8.2869978647
80 5.4733766948
87 3.0274079438
178 1.6036059970
213 1.3624020223
242 1.1916129886
304 0.8726213642
323 0.8077589369
331 0.5195565310
334 0.5073440046
367 0.4848847391
372 0.4157453060
420 0.4109448821
427 0.2080117633
558 0.1993785429
566 0.1515728128
568 0.0799380059
611 0.0531670834
696 0.0492515564
722 0.0491046032
734 0.0441606610
755 0.0053194123
915 0.0023076162
937 0.0018542318
1134 0.0017604645
1213 0.0013978537
1243 0.0004534171
1431 0.0001947389
1709 0.0001912943
1712 0.0001709124
1716 0.0000553776
1821 0.0000427899
1895 0.0000178649
1953 0.0000170912
2001 0.0000102079
2167 0.0000094396
2208 0.0000094271
2214 0.0000077419
2259 0.0000054116
2284 0.0000036690
2420 0.0000021059
2497 0.0000016514
2510 0.0000010945
2516 0.0000004971
2727 0.0000004884
2770 0.0000004713
2772 0.0000001572
2857 0.0000001211
2895 0.0000001040
2933 0.0000000451
3154 0.0000000371
3200 0.0000000260
3336 0.0000000215
3511 0.0000000130
3520 0.0000000106
3550 0.0000000105
3575 0.0000000054
3643 0.0000000038
3699 0.0000000037
3738 0.0000000011
3835 0.0000000009
3938 0.0000000006
4077 0.0000000002
4336 0.0000000000
50000 0.0000000000
evaluations raw_y
1 49.8377707420
3 40.6499270046
4 34.2847958896
5 18.9975454602
8 13.1610571538
12 11.9577462286
14 7.6950099584
18 3.4321969513
124 1.2933232423
126 0.9385570391
322 0.7682474756
329 0.6451577736
418 0.5391684603
430 0.4377494939
439 0.2591974132
503 0.1222302058
528 0.1164884497
557 0.0440075183
812 0.0403426392
848 0.0402097220
871 0.0183798806
981 0.0147161328
991 0.0123055517
1030 0.0080568663
1031 0.0022801393
1047 0.0019620180
1242 0.0017636755
1286 0.0012388053
1312 0.0009164828
1315 0.0000607589
1613 0.0000235284
1834 0.0000160422
1995 0.0000153475
2021 0.0000127961
2027 0.0000123608
2034 0.0000120207
2046 0.0000109194
2048 0.0000066579
2112 0.0000016961
2232 0.0000010809
2237 0.0000005210
2374 0.0000004646
2416 0.0000004203
2466 0.0000002451
2532 0.0000000401
2785 0.0000000253
2816 0.0000000152
2904 0.0000000147
2912 0.0000000142
2970 0.0000000077
2991 0.0000000067
3035 0.0000000056
3061 0.0000000012
3269 0.0000000007
3416 0.0000000002
3516 0.0000000001
4044 0.0000000000
50000 0.0000000000
evaluations raw_y
1 59.2284613218
2 28.6156362039
4 19.4332518251
11 3.5788376818
94 3.2793451592
140 2.3656467567
162 1.0962683844
211 0.5755908483
261 0.1622114886
325 0.1077719818
454 0.1059289434
509 0.0444291920
706 0.0148842517
935 0.0099448578
1077 0.0094104264
1078 0.0086051981
1164 0.0073984790
1181 0.0056168742
1191 0.0055620413
1225 0.0014125378
1448 0.0014044511
1498 0.0013032931
1518 0.0005602443
1582 0.0005016149
1612 0.0003447552
1619 0.0000983581
1825 0.0000919332
1832 0.0000711496
1861 0.0000136343
2012 0.0000056361
2094 0.0000048981
2148 0.0000035471
2161 0.0000033614
2179 0.0000025207
2218 0.0000008995
2426 0.0000008283
2445 0.0000004612
2489 0.0000004219
2574 0.0000003822
2597 0.0000002852
2611 0.0000002482
2624 0.0000002063
2733 0.0000001772
2738 0.0000000626
2788 0.0000000357
3112 0.0000000113
3264 0.0000000108
3420 0.0000000088
3446 0.0000000067
3492 0.0000000066
3542 0.0000000021
3638 0.0000000019
3711 0.0000000011
3719 0.0000000006
3818 0.0000000003
3988 0.0000000002
4179 0.0000000000
50000 0.0000000000
evaluations raw_y
1 46.1135052225
5 15.2003254700
11 3.3571065798
17 3.1330364927
115 0.3762732322
214 0.1837127660
346 0.0614753281
632 0.0538063850
639 0.0389120870
701 0.0366700914
727 0.0244650070
741 0.0209470425
820 0.0155804293
825 0.0117815288
873 0.0082081106
922 0.0036246724
1014 0.0014733819
1020 0.0010436545
1113 0.0006451090
1213 0.0005708894
1219 0.0005002628
