evaluations raw_y
1 -31800.0000000000
13 -31744.0000000000
14 -31541.0000000000
106 -31471.0000000000
110 -30448.0000000000
136 -29854.0000000000
154 -29643.0000000000
180 -29482.0000000000
212 -29321.0000000000
224 -27985.0000000000
328 -26906.0000000000
460 -24428.0000000000
557 -24246.0000000000
614 -24107.0000000000
659 -23826.0000000000
707 -23812.0000000000
737 -23679.0000000000
761 -23610.0000000000
775 -23427.0000000000
778 -22652.0000000000
803 -22440.0000000000
815 -22295.0000000000
875 -22258.0000000000
920 -20704.0000000000
977 -19406.0000000000
1070 -19192.0000000000
1123 -19165.0000000000
1144 -19010.0000000000
1160 -18134.0000000000
1288 -17025.0000000000
1302 -16997.0000000000
1374 -16919.0000000000
1401 -14233.0000000000
1507 -14035.0000000000
1597 -14009.0000000000
1719 -13967.0000000000
1720 -13098.0000000000
1723 -12600.0000000000
1804 -9725.0000000000
1920 -8378.0000000000
2054 -8371.0000000000
2099 -7880.0000000000
2125 -7440.0000000000
2165 -7308.0000000000
2199 -6969.0000000000
2220 -6498.0000000000
2244 -6079.0000000000
2323 -5806.0000000000
2362 -5390.0000000000
2412 -4864.0000000000
2414 -4316.0000000000
2590 -4309.0000000000
2609 -3357.0000000000
2767 -3273.0000000000
2801 -3259.0000000000
2832 -3089.0000000000
2975 -2575.0000000000
3037 -2561.0000000000
3051 -2428.0000000000
3068 -2380.0000000000
3157 -2232.0000000000
3164 -2120.0000000000
3219 -2119.0000000000
3235 -2110.0000000000
3239 -1752.0000000000
3466 -1701.0000000000
3520 -1585.0000000000
3548 -1458.0000000000
3639 -1438.0000000000
3648 -1305.0000000000
3707 -1273.0000000000
3850 -1258.0000000000
3936 -1248.0000000000
3937 -1182.0000000000
4028 -1181.0000000000
4073 -1130.0000000000
4123 -1125.0000000000
4145 -991.0000000000
4444 -984.0000000000
4471 -973.0000000000
4486 -962.0000000000
4515 -937.0000000000
4535 -935.0000000000
4579 -881.0000000000
4902 -854.0000000000
5000 -915.0000000000
