evaluations raw_y
1 15.0267094859
11 14.4359948620
12 2.9765907868
35 2.5036783347
64 2.2355185905
66 2.0537000358
103 1.5636025720
113 0.3413084566
149 0.1575604335
237 0.1173851574
321 0.0538269267
334 0.0161126789
434 0.0051898068
492 0.0038888131
541 0.0018886973
545 0.0010753440
614 0.0002311454
648 0.0001379835
719 0.0001182964
726 0.0000570982
742 0.0000417640
808 0.0000386951
813 0.0000333458
834 0.0000274859
840 0.0000068586
971 0.0000041827
989 0.0000036227
1020 0.0000031439
1047 0.0000025826
1056 0.0000025318
1071 0.0000008431
1154 0.0000007789
1161 0.0000002694
1170 0.0000001963
1220 0.0000000990
1331 0.0000000624
1389 0.0000000211
1411 0.0000000143
1516 0.0000000117
1552 0.0000000095
1564 0.0000000090
1643 0.0000000069
1646 0.0000000055
1694 0.0000000036
1734 0.0000000027
1816 0.0000000008
1847 0.0000000006
1918 0.0000000005
1977 0.0000000004
2009 0.0000000001
2184 0.0000000000
50000 0.0000000000
evaluations raw_y
1 45.1082981150
2 43.9750020421
3 8.3123202999
12 5.3143454420
23 3.8750743878
37 2.8162668296
113 1.7060380237
114 1.5930909956
128 0.8850312658
138 0.5205968383
217 0.3484102222
299 0.1234872725
318 0.1112704723
382 0.0923139317
440 0.0745512419
448 0.0711881101
462 0.0588801964
473 0.0424312974
476 0.0349940410
538 0.0160098797
570 0.0076066238
652 0.0069737583
735 0.0045756801
776 0.0022396748
834 0.0013246503
886 0.0008987426
931 0.0008466557
953 0.0003669638
1049 0.0003549746
1077 0.0003200970
1125 0.0001311122
1218 0.0001218238
1306 0.0000582549
1315 0.0000404490
1419 0.0000316535
1422 0.0000016881
1829 0.0000012289
1929 0.0000006443
1957 0.0000005582
2021 0.0000002556
2152 0.0000002266
2190 0.0000000499
2224 0.0000000443
2273 0.0000000310
2324 0.0000000206
2415 0.0000000048
2548 0.0000000045
2550 0.0000000025
2618 0.0000000019
2623 0.0000000012
2658 0.0000000002
2926 0.0000000001
28810 0.0000000000
